Div,Round,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAW,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
portugal-2004-2005,1,2004-08-28,19:15,Os Belenenses,CS Marítimo,3,0,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-os-belenenses-cs-maritimo/
portugal-2004-2005,1,2004-08-28,21:15,Sporting CP,Gil Vicente,3,2,5,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-cp-gil-vicente/
portugal-2004-2005,1,2004-08-29,16:00,FC Penafiel,Vitória Setúbal,1,4,5,A,L,W,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-penafiel-vitoria-setubal/
portugal-2004-2005,1,2004-08-29,16:00,GD Estoril,Rio Ave FC,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-gd-estoril-rio-ave-fc/
portugal-2004-2005,1,2004-08-29,17:00,Moreirense FC,Vitória Guimarães,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-vitoria-guimaraes/
portugal-2004-2005,1,2004-08-29,18:00,Boavista,CD Nacional,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-cd-nacional/
portugal-2004-2005,1,2004-08-29,20:30,SC Beira-Mar,SL Benfica,2,3,5,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-sc-beira-mar-sl-benfica/
portugal-2004-2005,1,2004-08-30,20:30,Académica de Coimbra,Sporting Braga,2,2,4,D,D,D,1,2,3,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-academica-de-coimbra-sporting-braga/
portugal-2004-2005,2,2004-09-05,16:00,Vitória Guimarães,Académica de Coimbra,2,1,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-guimaraes-academica-de-coimbra/
portugal-2004-2005,2,2004-09-10,21:30,Gil Vicente,Boavista,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-gil-vicente-boavista/
portugal-2004-2005,2,2004-09-11,16:00,CS Marítimo,FC Penafiel,3,0,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-cs-maritimo-fc-penafiel/
portugal-2004-2005,2,2004-09-11,18:00,União Leiria,GD Estoril,4,2,6,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-uniao-leiria-gd-estoril/
portugal-2004-2005,2,2004-09-11,19:00,Sporting Braga,FC Porto,1,1,2,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-braga-fc-porto/
portugal-2004-2005,2,2004-09-11,21:15,SL Benfica,Moreirense FC,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sl-benfica-moreirense-fc/
portugal-2004-2005,2,2004-09-12,16:00,CD Nacional,SC Beira-Mar,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-cd-nacional-sc-beira-mar/
portugal-2004-2005,2,2004-09-12,19:30,Vitória Setúbal,Sporting CP,2,0,2,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-setubal-sporting-cp/
portugal-2004-2005,2,2004-09-13,20:30,Rio Ave FC,Os Belenenses,3,3,6,D,D,D,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-rio-ave-fc-os-belenenses/
portugal-2004-2005,3,2004-09-17,21:30,Boavista,Vitória Setúbal,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-vitoria-setubal/
portugal-2004-2005,3,2004-09-18,21:15,FC Porto,GD Estoril,2,2,4,D,D,D,1,2,3,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-porto-gd-estoril/
portugal-2004-2005,3,2004-09-19,16:00,Os Belenenses,União Leiria,2,1,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-os-belenenses-uniao-leiria/
portugal-2004-2005,3,2004-09-19,16:00,SC Beira-Mar,Gil Vicente,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sc-beira-mar-gil-vicente/
portugal-2004-2005,3,2004-09-19,16:00,FC Penafiel,Rio Ave FC,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-penafiel-rio-ave-fc/
portugal-2004-2005,3,2004-09-19,16:00,Moreirense FC,CD Nacional,3,2,5,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-cd-nacional/
portugal-2004-2005,3,2004-09-19,21:15,Académica de Coimbra,SL Benfica,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-academica-de-coimbra-sl-benfica/
portugal-2004-2005,3,2004-09-20,20:30,Sporting CP,CS Marítimo,0,1,1,A,L,W,,,,,,,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-cp-cs-maritimo/
portugal-2004-2005,3,2004-09-21,20:30,Sporting Braga,Vitória Guimarães,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-braga-vitoria-guimaraes/
portugal-2004-2005,1,2004-09-22,21:00,FC Porto,União Leiria,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-porto-uniao-leiria/
portugal-2004-2005,4,2004-09-24,21:30,Vitória Setúbal,SC Beira-Mar,1,2,3,A,L,W,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-setubal-sc-beira-mar/
portugal-2004-2005,4,2004-09-25,19:00,CS Marítimo,Boavista,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-cs-maritimo-boavista/
portugal-2004-2005,4,2004-09-25,21:15,Vitória Guimarães,FC Porto,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-guimaraes-fc-porto/
portugal-2004-2005,4,2004-09-26,16:00,União Leiria,FC Penafiel,1,2,3,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-uniao-leiria-fc-penafiel/
portugal-2004-2005,4,2004-09-26,16:00,Gil Vicente,Moreirense FC,3,1,4,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-gil-vicente-moreirense-fc/
portugal-2004-2005,4,2004-09-26,16:00,CD Nacional,Académica de Coimbra,2,1,3,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-cd-nacional-academica-de-coimbra/
portugal-2004-2005,4,2004-09-26,19:15,SL Benfica,Sporting Braga,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sl-benfica-sporting-braga/
portugal-2004-2005,4,2004-09-26,21:15,Rio Ave FC,Sporting CP,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-rio-ave-fc-sporting-cp/
portugal-2004-2005,4,2004-09-27,20:30,GD Estoril,Os Belenenses,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-gd-estoril-os-belenenses/
portugal-2004-2005,5,2004-10-01,21:30,Boavista,Rio Ave FC,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-rio-ave-fc/
portugal-2004-2005,5,2004-10-03,16:00,FC Penafiel,GD Estoril,2,1,3,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-penafiel-gd-estoril/
portugal-2004-2005,5,2004-10-03,16:00,Académica de Coimbra,Gil Vicente,2,1,3,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-academica-de-coimbra-gil-vicente/
portugal-2004-2005,5,2004-10-03,16:00,Moreirense FC,Vitória Setúbal,2,2,4,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-vitoria-setubal/
portugal-2004-2005,5,2004-10-03,19:15,FC Porto,Os Belenenses,3,0,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-fc-porto-os-belenenses/
portugal-2004-2005,5,2004-10-03,21:30,Vitória Guimarães,SL Benfica,1,2,3,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-guimaraes-sl-benfica/
portugal-2004-2005,5,2004-10-04,20:30,Sporting CP,União Leiria,2,2,4,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-cp-uniao-leiria/
portugal-2004-2005,5,2004-10-05,20:30,Sporting Braga,CD Nacional,3,2,5,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-braga-cd-nacional/
portugal-2004-2005,5,2004-10-10,19:45,SC Beira-Mar,CS Marítimo,2,2,4,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sc-beira-mar-cs-maritimo/
portugal-2004-2005,6,2004-10-15,21:30,Gil Vicente,Sporting Braga,0,1,1,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-gil-vicente-sporting-braga/
portugal-2004-2005,6,2004-10-16,16:00,CS Marítimo,Moreirense FC,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-cs-maritimo-moreirense-fc/
portugal-2004-2005,6,2004-10-16,19:15,CD Nacional,Vitória Guimarães,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-cd-nacional-vitoria-guimaraes/
portugal-2004-2005,6,2004-10-16,21:15,GD Estoril,Sporting CP,1,4,5,A,L,W,0,2,2,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-gd-estoril-sporting-cp/
portugal-2004-2005,6,2004-10-17,16:00,Os Belenenses,FC Penafiel,4,1,5,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-os-belenenses-fc-penafiel/
portugal-2004-2005,6,2004-10-17,16:00,União Leiria,Boavista,0,3,3,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-uniao-leiria-boavista/
portugal-2004-2005,6,2004-10-17,16:00,Rio Ave FC,SC Beira-Mar,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-rio-ave-fc-sc-beira-mar/
portugal-2004-2005,6,2004-10-17,19:45,SL Benfica,FC Porto,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/primeira-liga-2004-2005-sl-benfica-fc-porto/
portugal-2004-2005,6,2004-10-18,19:45,Vitória Setúbal,Académica de Coimbra,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-vitoria-setubal-academica-de-coimbra/
portugal-2004-2005,7,2004-10-22,21:30,Boavista,GD Estoril,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-boavista-gd-estoril/
portugal-2004-2005,7,2004-10-23,16:00,Moreirense FC,Rio Ave FC,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/primeira-liga-2004-2005-moreirense-fc-rio-ave-fc/
portugal-2004-2005,7,2004-10-23,19:15,Sporting Braga,Vitória Setúbal,2,3,5,A,L,W,2,1,3,H,W,L,http://www.worldfootball.net/report/primeira-liga-2004-2005-sporting-braga-vitoria-setubal/
