Div,Round,Date,Time,timestamp,Weekday,HomeTeam,AwayTeam,FTHG,FTAG,FTG,FTR,FTHR,FTAW,HTHG,HTAG,HTG,HTR,HTHR,HTAR,Report_url
italy-1970-1971,8,1970-11-29,,,sunday,US Foggia,Hellas Verona,3,0,3,H,W,L,3,0,3,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-us-foggia-hellas-verona/
italy-1970-1971,8,1970-11-29,,,sunday,ACF Fiorentina,Bologna FC,1,2,3,A,L,W,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-acf-fiorentina-bologna-fc/
italy-1970-1971,8,1970-11-29,,,sunday,Lazio Roma,SSC Napoli,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-lazio-roma-ssc-napoli/
italy-1970-1971,9,1970-12-13,,,sunday,AS Varese 1910,Juventus,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-as-varese-1910-juventus/
italy-1970-1971,9,1970-12-13,,,sunday,Torino FC,SSC Napoli,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-torino-fc-ssc-napoli/
italy-1970-1971,9,1970-12-13,,,sunday,AS Roma,Cagliari Calcio,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-as-roma-cagliari-calcio/
italy-1970-1971,9,1970-12-13,,,sunday,Sampdoria,ACF Fiorentina,2,2,4,D,D,D,0,2,2,A,L,W,http://www.worldfootball.net/report/serie-a-1970-1971-sampdoria-acf-fiorentina/
italy-1970-1971,9,1970-12-13,,,sunday,Lanerossi Vicenza,Inter,1,2,3,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-vicenza-calcio-inter/
italy-1970-1971,9,1970-12-13,,,sunday,Bologna FC,Calcio Catania,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-bologna-fc-calcio-catania/
italy-1970-1971,9,1970-12-13,,,sunday,US Foggia,Lazio Roma,5,2,7,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-us-foggia-lazio-roma/
italy-1970-1971,9,1970-12-13,,,sunday,AC Milan,Hellas Verona,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-ac-milan-hellas-verona/
italy-1970-1971,10,1970-12-20,,,sunday,Inter,AS Varese 1910,3,2,5,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-inter-as-varese-1910/
italy-1970-1971,10,1970-12-20,,,sunday,Hellas Verona,Torino FC,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-hellas-verona-torino-fc/
italy-1970-1971,10,1970-12-20,,,sunday,SSC Napoli,AC Milan,0,2,2,A,L,W,,,,,,,http://www.worldfootball.net/report/serie-a-1970-1971-ssc-napoli-ac-milan/
italy-1970-1971,10,1970-12-20,,,sunday,Juventus,Lanerossi Vicenza,2,1,3,H,W,L,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-juventus-vicenza-calcio/
italy-1970-1971,10,1970-12-20,,,sunday,ACF Fiorentina,US Foggia,3,0,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-acf-fiorentina-us-foggia/
italy-1970-1971,10,1970-12-20,,,sunday,Calcio Catania,AS Roma,1,2,3,A,L,W,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-calcio-catania-as-roma/
italy-1970-1971,10,1970-12-20,,,sunday,Cagliari Calcio,Bologna FC,2,1,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-cagliari-calcio-bologna-fc/
italy-1970-1971,10,1970-12-20,,,sunday,Lazio Roma,Sampdoria,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-lazio-roma-sampdoria/
italy-1970-1971,11,1970-12-27,,,sunday,Inter,Juventus,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-inter-juventus/
italy-1970-1971,11,1970-12-27,,,sunday,Lanerossi Vicenza,AS Varese 1910,3,1,4,H,W,L,3,1,4,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-vicenza-calcio-as-varese-1910/
italy-1970-1971,11,1970-12-27,,,sunday,Torino FC,AC Milan,1,1,2,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-1970-1971-torino-fc-ac-milan/
italy-1970-1971,11,1970-12-27,,,sunday,AS Roma,Bologna FC,1,1,2,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-1970-1971-as-roma-bologna-fc/
italy-1970-1971,11,1970-12-27,,,sunday,Calcio Catania,Cagliari Calcio,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-calcio-catania-cagliari-calcio/
italy-1970-1971,11,1970-12-27,,,sunday,US Foggia,Sampdoria,2,2,4,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-us-foggia-sampdoria/
italy-1970-1971,11,1970-12-27,,,sunday,ACF Fiorentina,Lazio Roma,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-acf-fiorentina-lazio-roma/
italy-1970-1971,11,1970-12-27,,,sunday,SSC Napoli,Hellas Verona,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-ssc-napoli-hellas-verona/
italy-1970-1971,12,1971-01-03,,,sunday,Lanerossi Vicenza,US Foggia,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-vicenza-calcio-us-foggia/
italy-1970-1971,12,1971-01-03,,,sunday,Sampdoria,Inter,0,2,2,A,L,W,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-sampdoria-inter/
italy-1970-1971,12,1971-01-03,,,sunday,AC Milan,Calcio Catania,4,0,4,H,W,L,4,0,4,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-ac-milan-calcio-catania/
italy-1970-1971,12,1971-01-03,,,sunday,AS Varese 1910,ACF Fiorentina,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-as-varese-1910-acf-fiorentina/
italy-1970-1971,12,1971-01-03,,,sunday,Juventus,Lazio Roma,3,1,4,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-juventus-lazio-roma/
italy-1970-1971,12,1971-01-03,,,sunday,Cagliari Calcio,Torino FC,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-cagliari-calcio-torino-fc/
italy-1970-1971,12,1971-01-03,,,sunday,Bologna FC,Hellas Verona,2,2,4,D,D,D,1,2,3,A,L,W,http://www.worldfootball.net/report/serie-a-1970-1971-bologna-fc-hellas-verona/
italy-1970-1971,12,1971-01-03,,,sunday,AS Roma,SSC Napoli,2,2,4,D,D,D,0,2,2,A,L,W,http://www.worldfootball.net/report/serie-a-1970-1971-as-roma-ssc-napoli/
italy-1970-1971,13,1971-01-10,,,sunday,SSC Napoli,Cagliari Calcio,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-ssc-napoli-cagliari-calcio/
italy-1970-1971,13,1971-01-10,,,sunday,Torino FC,AS Roma,4,0,4,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-torino-fc-as-roma/
italy-1970-1971,13,1971-01-10,,,sunday,Hellas Verona,Calcio Catania,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-hellas-verona-calcio-catania/
italy-1970-1971,13,1971-01-10,,,sunday,Sampdoria,Juventus,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-sampdoria-juventus/
italy-1970-1971,13,1971-01-10,,,sunday,Lazio Roma,AS Varese 1910,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-lazio-roma-as-varese-1910/
italy-1970-1971,13,1971-01-10,,,sunday,ACF Fiorentina,Lanerossi Vicenza,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-acf-fiorentina-vicenza-calcio/
italy-1970-1971,13,1971-01-10,,,sunday,US Foggia,Inter,1,1,2,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-us-foggia-inter/
italy-1970-1971,13,1971-01-10,,,sunday,AC Milan,Bologna FC,2,1,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-ac-milan-bologna-fc/
italy-1970-1971,14,1971-01-17,,,sunday,Inter,ACF Fiorentina,2,1,3,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-inter-acf-fiorentina/
italy-1970-1971,14,1971-01-17,,,sunday,AS Roma,Hellas Verona,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-as-roma-hellas-verona/
italy-1970-1971,14,1971-01-17,,,sunday,Juventus,US Foggia,2,1,3,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-juventus-us-foggia/
italy-1970-1971,14,1971-01-17,,,sunday,AS Varese 1910,Sampdoria,1,1,2,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-as-varese-1910-sampdoria/
italy-1970-1971,14,1971-01-17,,,sunday,Calcio Catania,Torino FC,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-calcio-catania-torino-fc/
italy-1970-1971,14,1971-01-17,,,sunday,Cagliari Calcio,AC Milan,0,4,4,A,L,W,0,3,3,A,L,W,http://www.worldfootball.net/report/serie-a-1970-1971-cagliari-calcio-ac-milan/
italy-1970-1971,14,1971-01-17,,,sunday,Bologna FC,SSC Napoli,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-bologna-fc-ssc-napoli/
italy-1970-1971,14,1971-01-17,,,sunday,Lanerossi Vicenza,Lazio Roma,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-vicenza-calcio-lazio-roma/
italy-1970-1971,15,1971-01-24,,,sunday,SSC Napoli,Calcio Catania,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-ssc-napoli-calcio-catania/
italy-1970-1971,15,1971-01-24,,,sunday,Torino FC,Bologna FC,1,0,1,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-torino-fc-bologna-fc/
italy-1970-1971,15,1971-01-24,,,sunday,Hellas Verona,Cagliari Calcio,2,0,2,H,W,L,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-hellas-verona-cagliari-calcio/
italy-1970-1971,15,1971-01-24,,,sunday,Sampdoria,Lanerossi Vicenza,1,2,3,A,L,W,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-sampdoria-vicenza-calcio/
italy-1970-1971,15,1971-01-24,,,sunday,AC Milan,AS Roma,2,2,4,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-ac-milan-as-roma/
italy-1970-1971,15,1971-01-24,,,sunday,Lazio Roma,Inter,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-1970-1971-lazio-roma-inter/
italy-1970-1971,15,1971-01-24,,,sunday,ACF Fiorentina,Juventus,1,2,3,A,L,W,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-acf-fiorentina-juventus/
italy-1970-1971,15,1971-01-24,,,sunday,US Foggia,AS Varese 1910,2,2,4,D,D,D,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-1970-1971-us-foggia-as-varese-1910/
italy-1970-1971,16,1971-01-31,,,sunday,US Foggia,Torino FC,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-us-foggia-torino-fc/
italy-1970-1971,16,1971-01-31,,,sunday,Sampdoria,Cagliari Calcio,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-sampdoria-cagliari-calcio/
italy-1970-1971,16,1971-01-31,,,sunday,AS Varese 1910,SSC Napoli,1,1,2,D,D,D,1,0,1,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-as-varese-1910-ssc-napoli/
italy-1970-1971,16,1971-01-31,,,sunday,Lazio Roma,AC Milan,0,1,1,A,L,W,0,1,1,A,L,W,http://www.worldfootball.net/report/serie-a-1970-1971-lazio-roma-ac-milan/
italy-1970-1971,16,1971-01-31,,,sunday,Inter,Hellas Verona,1,0,1,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-inter-hellas-verona/
italy-1970-1971,16,1971-01-31,,,sunday,ACF Fiorentina,AS Roma,2,2,4,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-acf-fiorentina-as-roma/
italy-1970-1971,16,1971-01-31,,,sunday,Juventus,Calcio Catania,5,0,5,H,W,L,2,0,2,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-juventus-calcio-catania/
italy-1970-1971,16,1971-01-31,,,sunday,Lanerossi Vicenza,Bologna FC,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-vicenza-calcio-bologna-fc/
italy-1970-1971,17,1971-02-07,,,sunday,AC Milan,US Foggia,2,0,2,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-ac-milan-us-foggia/
italy-1970-1971,17,1971-02-07,,,sunday,Torino FC,AS Varese 1910,3,1,4,H,W,L,2,1,3,H,W,L,http://www.worldfootball.net/report/serie-a-1970-1971-torino-fc-as-varese-1910/
italy-1970-1971,17,1971-02-07,,,sunday,SSC Napoli,Sampdoria,0,0,0,D,D,D,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-ssc-napoli-sampdoria/
italy-1970-1971,17,1971-02-07,,,sunday,Hellas Verona,ACF Fiorentina,1,1,2,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-hellas-verona-acf-fiorentina/
italy-1970-1971,17,1971-02-07,,,sunday,Calcio Catania,Lanerossi Vicenza,1,1,2,D,D,D,1,1,2,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-calcio-catania-vicenza-calcio/
italy-1970-1971,17,1971-02-07,,,sunday,Cagliari Calcio,Lazio Roma,2,1,3,H,W,L,0,0,0,D,D,D,http://www.worldfootball.net/report/serie-a-1970-1971-cagliari-calcio-lazio-roma/
